Year,Country,CTS Code,CTS Full Descriptor,CTS Name,ISO2,ISO3,Indicator,ObjectId,Source,Unit,value
2019,"Ethiopia, The Federal Dem. Rep. of",ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,ET,ETH,Lack of coping capacity,223,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,6.8
2019,"Ethiopia, The Federal Dem. Rep. of",ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,ET,ETH,Vulnerability,224,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,6.4
2019,"Fiji, Rep. of",ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,FJ,FJI,Climate-driven Hazard & Exposure,225,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.0
2019,"Fiji, Rep. of",ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,FJ,FJI,Climate-driven INFORM Risk Indicator,226,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.6
2019,"Fiji, Rep. of",ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,FJ,FJI,Lack of coping capacity,227,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.8
2019,"Fiji, Rep. of",ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,FJ,FJI,Vulnerability,228,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.3
2019,Finland,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,FI,FIN,Climate-driven Hazard & Exposure,229,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,0.6
2019,Finland,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,FI,FIN,Climate-driven INFORM Risk Indicator,230,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.1
2019,Finland,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,FI,FIN,Lack of coping capacity,231,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.3
2019,Finland,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,FI,FIN,Vulnerability,232,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.7
2019,France,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,FR,FRA,Climate-driven Hazard & Exposure,233,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.1
2019,France,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,FR,FRA,Climate-driven INFORM Risk Indicator,234,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.5
2019,France,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,FR,FRA,Lack of coping capacity,235,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.9
2019,France,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,FR,FRA,Vulnerability,236,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.8
2019,Gabon,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GA,GAB,Climate-driven Hazard & Exposure,237,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.2
2019,Gabon,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GA,GAB,Climate-driven INFORM Risk Indicator,238,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.6
2019,Gabon,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GA,GAB,Lack of coping capacity,239,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,6.0
2019,Gabon,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GA,GAB,Vulnerability,240,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.4
2019,"Gambia, The",ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GM,GMB,Climate-driven Hazard & Exposure,241,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.4
2019,"Gambia, The",ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GM,GMB,Climate-driven INFORM Risk Indicator,242,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.0
2019,"Gambia, The",ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GM,GMB,Lack of coping capacity,243,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.4
2019,"Gambia, The",ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GM,GMB,Vulnerability,244,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.1
2019,Georgia,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GE,GEO,Climate-driven Hazard & Exposure,245,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.7
2019,Georgia,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GE,GEO,Climate-driven INFORM Risk Indicator,246,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.8
2019,Georgia,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GE,GEO,Lack of coping capacity,247,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.1
2019,Georgia,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GE,GEO,Vulnerability,248,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.6
2019,Germany,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,DE,DEU,Climate-driven Hazard & Exposure,249,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.0
2019,Germany,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,DE,DEU,Climate-driven INFORM Risk Indicator,250,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.5
2019,Germany,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,DE,DEU,Lack of coping capacity,251,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.5
2019,Germany,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,DE,DEU,Vulnerability,252,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.4
2019,Ghana,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GH,GHA,Climate-driven Hazard & Exposure,253,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.4
2019,Ghana,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GH,GHA,Climate-driven INFORM Risk Indicator,254,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.7
2019,Ghana,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GH,GHA,Lack of coping capacity,255,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.0
2019,Ghana,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GH,GHA,Vulnerability,256,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.2
2019,Greece,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GR,GRC,Climate-driven Hazard & Exposure,257,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.7
2019,Greece,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GR,GRC,Climate-driven INFORM Risk Indicator,258,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.2
2019,Greece,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GR,GRC,Lack of coping capacity,259,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.3
2019,Greece,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GR,GRC,Vulnerability,260,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.8
2019,Grenada,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GD,GRD,Climate-driven Hazard & Exposure,261,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,0.8
2019,Grenada,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GD,GRD,Climate-driven INFORM Risk Indicator,262,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.7
2019,Grenada,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GD,GRD,Lack of coping capacity,263,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.8
2019,Grenada,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GD,GRD,Vulnerability,264,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.5
2019,Guatemala,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GT,GTM,Climate-driven Hazard & Exposure,265,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.5
2019,Guatemala,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GT,GTM,Climate-driven INFORM Risk Indicator,266,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.3
2019,Guatemala,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GT,GTM,Lack of coping capacity,267,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.4
2019,Guatemala,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GT,GTM,Vulnerability,268,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,6.0
2019,Guinea,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GN,GIN,Climate-driven Hazard & Exposure,269,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,2.3
2019,Guinea,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GN,GIN,Climate-driven INFORM Risk Indicator,270,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.1
2019,Guinea,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GN,GIN,Lack of coping capacity,271,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,7.1
2019,Guinea,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GN,GIN,Vulnerability,272,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.2
2019,Guinea-Bissau,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GW,GNB,Climate-driven Hazard & Exposure,273,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,1.9
2019,Guinea-Bissau,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GW,GNB,Climate-driven INFORM Risk Indicator,274,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.1
2019,Guinea-Bissau,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GW,GNB,Lack of coping capacity,275,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,8.0
2019,Guinea-Bissau,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GW,GNB,Vulnerability,276,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.7
2019,Guyana,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,GY,GUY,Climate-driven Hazard & Exposure,277,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,3.3
2019,Guyana,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,GY,GUY,Climate-driven INFORM Risk Indicator,278,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.1
2019,Guyana,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,GY,GUY,Lack of coping capacity,279,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.1
2019,Guyana,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,GY,GUY,Vulnerability,280,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,4.2
2019,Haiti,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",Climate-Driven Hazard & Exposure,HT,HTI,Climate-driven Hazard & Exposure,281,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.3
2019,Haiti,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",Climate-Driven Inform Risk Indicator,HT,HTI,Climate-driven INFORM Risk Indicator,282,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,6.0
2019,Haiti,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",Index for Risk Management; Lack of Coping Capacity,HT,HTI,Lack of coping capacity,283,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,7.2
2019,Haiti,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",Index for Risk Management; Vulnerability,HT,HTI,Vulnerability,284,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.,Index,5.6
